Entity1,Entity2,Relation,Example
腾讯,京东,company/company/acquisition,仅仅过了一个月，3月11日，腾讯再次发布重大投资信息，以2.14亿美元现金以及其他资产对价收购京东15%的股份，并将旗下电商资产QQ网购和拍拍实物电商部门以及配送团队整合并入京东体系
步步高,梅西商业,company/company/acquisition,收购梅西商业 步步高取势大西南
微软,Maluuba,company/company/acquisition,目前，微软已经完成 Maluuba 公司的收购工作，但他们并未公布这项收购案的相关财政条款
联想,MOTO,company/company/acquisition,当时 Tech World 刚落幕，联想发布了收购 MOTO 之后的第一款新品——MOTO Z
阿里巴巴,Lazada,company/company/acquisition,2016年4月，阿里巴巴斥资10亿收购了东南亚跨境电商Lazada，其中5亿美元用于收购Lazada新发型的股本，另外5亿美元用于收购Lazada股东的持股——包括Rocket Internet的9.1%、Tesco的8.6%、Kinnevik的3.8%及其它股东12%的股权。
三星,Viv,company/company/acquisition,被三星电子收购后，语音助手Viv可以成为“大管家”，帮人们解决生活中的各种琐事
谷歌,Skybox,company/company/acquisition,为了提高谷歌地图质量，谷歌在2014年花费5亿美元收购了Skybox成像公司，后将其更名为Terra Bella
吉利,沃尔沃,company/company/acquisition,吉利自从收购了沃尔沃之后，发展之路可谓是顺风顺水！近日，有外媒报道，吉利很有可能再下一城，收购马来西亚最大的汽车集团-宝腾汽车！进而进入东盟这个拥有这7亿人口的市场！ 　　消息还没有被吉利官方证实，不过既然有媒体报道，就不会是空穴来风，我们来分析下： 　　马来西亚国家汽车发展计划在 1979 年由时任总理马哈蒂尔提出，1982 年获得内阁通过，1983 年宝腾汽车公司成立
腾讯,58同城,company/company/acquisition,6月27日，腾讯宣布以7.36亿美元的价格收购58同城19.9%的股份，成为该公司的第一大股东
联想,Motorola,company/company/acquisition,联想后来收购的Motorola也有过一段辉煌的时间
苏宁,红孩子,company/company/acquisition,　　 　　2012年9月，尚未更名的苏宁电器以6600万美元的价格全资收购母婴B2C平台红孩子，这是苏宁在电商领域的首次并购
微软,Maluuba,company/company/acquisition,包括最近微软收购了 Maluuba，这是一支世界顶级的人工智能研究团队，其中前 Maluuba 顾问、深度学习领域中的杰出人物 Yoshua Bengio 此后将担任微软的特聘顾问
阿里巴巴,豌豆荚,company/company/acquisition,分析人士认为，豌豆荚出售给阿里巴巴，也证明“Android应用分发不再是个好生意”
阿里巴巴,豌豆荚,company/company/acquisition,特别是当阿里巴巴接连收购了UC与豌豆荚后，市场上形成了腾讯应用宝、百度手机助手、UC+豌豆荚这个BAT阵营，以及不可小觑的360
戴尔,EMC,company/company/acquisition,2015年10月，戴尔斥资670亿美元收购EMC，掀起了创科技行业并购交易新高
阿里巴巴,豌豆荚,company/company/acquisition,7月5日，豌豆荚宣布将旗下应用分发业务并入阿里巴巴移动事业群
阿里,上汽,company/company/cooperate,阿里与上汽联合投资成立的斑马汽车是一家互联网汽车解决方案提供商，与荣威RX5紧密结合，阿里汽车金融则体现在了对大搜车的投资上
福特,Argo AI,company/company/cooperate,“与Argo AI携手合作为福特在汽车与技术行业的融合提供了明显的竞争优势，”福特汽车公司全球产品开发集团副总裁兼首席技术官宁睿（Raj Nair）表示，“这种开放的合作不同于其他任何伙伴关系——此次合作将初创企业的快速反应与福特在规模化技术、系统集成和车辆设计方面的优势相结合，而我们双方都将从中受益
富士康,软银,company/company/cooperate,富士康与软银的合作由来已久，软银的人形机器人Pepper就是由富士康生产
丰田,铃木,company/company/cooperate,当地时间2月6日，丰田汽车公司与铃木汽车公司签订了备忘录，对合作方式及内容进行具体探索，为尽快达成合作，丰田与铃木将会尽快建立实施框架，早日实现协议中的内容
丰田,宝马,company/company/cooperate,日前，日本汽车杂志《Holiday Auto》曝光了丰田全新一代Supra的更多信息，该车将归属于丰田GAZOO Racing赛车部门，忠于丰田FT-1概念车的设计理念，其搭载的2.0T和3.0T动力系统将来自合作伙伴宝马
福特,甲骨文,company/company/cooperate,甲骨文公司人力资本管理产品策略副总裁Gretchen Alarcon表示：“甲骨文很高兴与福特及汽车行业的其他厂家合作
施耐德电气,惠普,company/company/cooperate,施耐德电气携手惠普合作开发微数据中心解决方案，满足分布式IT新需求
诺基亚,三星,company/company/cooperate,三星与诺基亚于5G技术峰会达成此项合作
京东,百草味,company/company/cooperate,作为“京东超级品牌日”2017年合作的第一个品牌，百草味满足了广大吃货们在过年期间对“健康零食”的需求
福特,SAIPS,company/company/cooperate,为了实现这一目标，福特在去年以投资或者合作的方式，和Civil Maps、Velodyne、SAIPS与Nirenberg Neuroscience这四家初创公司签订合作协议，共同研发无人驾驶汽车相关技术
上汽,奥迪,company/company/cooperate,从中国汽车新闻网得到的最新消息显示，上汽在与奥迪的合作项目中，将会探索出一条全新的销售模式，这个模式非常具有创新性和颠覆性，通过线上、线下互动的方式，拓展销售渠道
京东,银联,company/company/cooperate,1月4日，中国银联与京东金融战略合作，宣布将在支付上合力开发新产品
通用,PSA,company/company/cooperate,毕竟自2012年，通用和PSA一直在欧洲展开合作，它们在关于平台小型车共享以及成立合资采购企业方面都相当顺利
保时捷,奥迪,company/company/cooperate,时间倒转到1992年，第一台奥迪高性能RS 2 Avant，当时奥迪请到了保时捷工程师一同合作完成这款具有划时代意义的高性能车
一汽,东风,company/company/cooperate,在笔者看来，相比不切实际的合并，一汽和东风的合作更有意义
富士康,ARM,company/company/cooperate,富士康将在中国深圳市设立一个和ARM合作的芯片设计中心
奥迪,上汽,company/company/cooperate,但是，从长期来看，随着中国豪华车市场产品与渠道竞争的激烈逐渐进入白热化的趋势，奥迪依靠现有渠道2020年实现年销百万任务十分艰巨，如果奥迪在市场竞争下没有完成2020战略任务，难道就会终止与上汽的合作？ 　　此外，在声明中奥迪经销商对未来网络规划和经销商的商务政策提出了要求：双方就渠道过剩事宜进行磋商，以2020战略实现100万辆销售目标与580家网络数量匹配为基础，每年按实际销量核算出因网络过剩所造成的损失，并为经销商提供合理的解决方案
日产,东风,company/company/cooperate,东风主要和日产合作
吉利,宝腾,company/company/cooperate,吉利与宝腾合作的方式，就像通用、大众与国内的车企合作一样
微软,神舟公司,company/company/cooperate,在今年，神舟公司、京东商城、微软也将会有深入的合作
奥迪,保时捷,company/company/cooperate,保时捷公司也会从与奥迪Here的合作中受益
中国联通,百度,company/company/cooperate,中国联通与百度达成全面战略合作 人工智能成为重点领域
微软,惠普,company/company/cooperate,同时，传统的科技巨人联想，戴尔和惠普将会与微软合作，提升自己在 VR 市场中的竞争能力
百度,雅虎,company/company/cooperate,2016年末，百度在日本市场与雅虎日本达成合作，由百度提供针对中国市场的广告和广告网络服务，而雅虎则担任这些广告服务的日本总代理，同时陆续关闭其他国家的搜索引擎服务
HMD,Nokia,company/company/cooperate,Nokia在MWC上还宣布，将会和芬兰赫尔辛基的手机制造商HMD公司达成合作
一汽,大众,company/company/cooperate,德国大众与一汽的合作可以追溯到上世纪八十年代
奥迪,上汽,company/company/cooperate,自从奥迪和上汽的合作落实后，奥迪经销商的“愤怒”就没有停歇过
菜鸟网络,天天快递,company/company/cooperate,菜鸟网络与天天快递达成战略合作，双方共同启动“云+端”战略合作
奥迪,上汽,company/company/cooperate,奥迪和上汽的合作也是顺其自然的结果
通用,Lyft,company/company/cooperate,据一财网， 两名熟悉通用汽车公司无人驾驶汽车计划的知情人士爆料称，通用公司拟于2018年开始生产和部署数千辆无人驾驶电动汽车，并与合作伙伴、拼车公司Lyft共同进行测试，当时，双方在协议中达成互利的多项合作，如Lyft优先使用通用汽车产品，以及共同布局自动驾驶出行等等
顺丰,马鞍山,company/company/cooperate,马鞍山将与顺丰深化交流合作
京东,银联,company/company/cooperate, 1月4日下午，中国银联与京东金融正式签署战略合作协议
奥迪,上汽,company/company/cooperate,2016年11月21日，在广州佛山举行的奥迪公司与中国奥迪经销商代表会议上，15家经销商集团代表一致下了最后通牒，要求德国奥迪中止与上汽的合作框架协议，而且必须在十个工作日内（即12月1日之前）给予正式答复，否则从12月起将停止进口和销售奥迪全系车型
福特,Argo AI,company/company/cooperate,凭什么？初创公司那么多，软件开发公司那么多，为何福特唯独钟情Argo AI? 时间轴拉到2015年，那时候福特将要和谷歌合作的新闻还在大街小巷飘扬，外媒报道谷歌和福特联合开发无人驾驶汽车，并称汽车制造商和科技公司合作将成为热潮
阿里巴巴,上汽,company/company/cooperate,荣威RX5的出现，是上汽和阿里巴巴两位中国“好爸爸”深度优势整合的结果
京东,银联,company/company/cooperate,而在2016年9月，京东金融就推出白条闪付，与银行、银联合作，开展NFC支付业务，意图抢占线下消费支付场景
Chariot,Motivate,company/company/cooperate,早前被福特收购的自行车共享初创公司Chariot，与自行车共享公司Motivate合作并计划将会推出一款名为GoBike的共享单车
苹果,银联,company/company/cooperate,因此苹果和银联携手合作的Apple?Pay，在2016年初一经推出，就引发了舆论的一轮风潮
中国工商银行,兖矿集团,company/company/cooperate,2月12日，中国工商银行与兖矿集团有限公司在济南签署国际化战略合作协议
申通,安厨,company/company/cooperate,安厨与申通达成战略合作
